Size BST-Insert AVL-Insert BST-Find AVL-Find
1141 4890 169 5373 127
1142 4892 176 5362 96
1143 5036 159 5449 110
1144 4875 143 5432 86
1145 4890 169 5467 146
1146 4895 154 5490 110
1147 4946 157 5309 117
1148 4908 153 5160 94
1149 4918 158 5412 160
1150 5067 135 5327 114
1151 4924 142 5739 56
1152 5077 154 5486 50
1153 4949 210 4893 132
1154 4951 182 4897 90
1155 4947 177 5294 111
1156 5145 178 5073 78
1157 4965 184 5424 134
1158 4967 169 5422 100
1159 4969 158 4933 110
1160 4978 159 5048 71
1161 4971 168 5269 179
1162 5106 142 5233 103
1163 4993 146 4794 112
1164 5009 154 4786 83
1165 5240 181 5481 137
1166 5011 151 5442 97
1167 5011 163 5467 125
1168 5019 175 5463 79
1169 4993 177 5364 146
1170 5008 162 5345 93
1171 5013 167 5389 83
1172 5031 176 5359 75
1173 5027 159 5321 186
